1,拍嗝时脑袋老增歪
1,云大，你这样的逻辑思维我根本木有怎么说啊？真是文艺女的表达方式啊。。。（你要说“一个XX毫升的瓶子”或者“一个直径多少高度多少的瓶子”，大家立刻就明白了）
0,今天的心情幸福极了，强烈推荐[给力]
2,下午的比赛结束了，又张罗明天的比赛呢，后天一早再去昌平，中午回城，下午开会。我这得是有多忙啊。[泪]我在:
2,北京事儿后续【绳命，是入刺井猜！望京裸奔哥第三季！！】昨天凌晨3点，望京裸奔哥再次出现了！这一次，裸奔哥带回了他的女朋友…[衰]爱拼才会赢！哥，你赢了！！（Via：望京网）
2,世间竟有如此的姻缘，想起了赫本和派克，人生啊[泪][泪][泪]
1,下午看了电影，无喜无悲
0,想去双井吃多乐之日的圈圈了[馋嘴][馋嘴]@?瓣?兄太可爱了，受不了了馋死了
2,这就是美国的千面奇观！都醒醒吧！表弟们总是这么悖论纠结。这次斯诺登的事让表弟们更得纠结很久很久……美国共和党参议员麦凯恩更是可爱，在BBC扬言轰炸香港国，清除叛国分子，把美式民主的本质暴露无余啊！
1,权当学习适应，哪天冰河世纪来临时力求死得慢。翻广东
1,姐姐是这样么。？
1,雀湿是愣个的哈
1,最近出门买了菜，没什么特别的，没什么可多说的。
2,小心了，景区还是少买东西的好[怒][衰][怒]，相关旅游部门请出手！
2,活动一个接一个，应接不暇啊[衰]
0,大家辛苦了，这一天的到来意味着今后会更好[嘻嘻][嘻嘻][哈哈]您答应的饭哦[嘻嘻]
1,下午坐地铁回家，按部就班，照常而已。
2,恩，天蝎[泪]天蝎
0,功夫不负有心人[哈哈]
1,其实哥最单纯了，所以那晚最低调的！你懂的！你们想法不单纯，岂能让你们得逞呢！！！那个不解释???
0,五折优惠活动截止至12月10日。后续会员活动更精彩，花粉们共同期待吧~[鼓掌]
0,等了好久，终于收到从迈清寄来的明信片了。谢谢对了，要健康哟，为了宝宝还要天天好心情[可爱][可爱][可爱]
2,求助[泪]这是什么故障码
2,顿时感觉自己老了。[抓狂]
1,上午吃了午饭，和平时一样[思考]
2,多少泰国人都在纠结这个词到底是什么意思[晕][晕]
0,好粗壮啊[嘻嘻]白肥美
2,你们问盆哪儿买碟哪儿买饼模哪儿买奶酪哪儿买…前儿开始问同款老郭哪儿买[抓狂]今早起与老郭发横说干脆卖了你也好，人回：“那哪成！一次性买卖不划算，你可以考虑出租！”[抓狂]大过节的，你们都闹哪出!把亲们感兴趣的瓷器来源列下，这东西我很少网购，除非很熟的品牌。
0,那就好，台客栈正努力在改良软硬体中，希望让大家在乌镇台客栈吃的更开心！那必须的，我觉得很好吃，还有别的炸的东西也很好吃……?但是北京找不到哎……
2,加关注没上镜头的孩子刚到日本留学不久，被留学生学友会委派做宣传，捐款希望工程。几个月募捐到300多万日元，在河南省建了一座留日百年希望小学。当年就是每天看着这张照片熬夜坚持。当年的贫困女孩儿翻身了。还有多少不大眼睛，没上镜头的孩子，在没有＂希望＂地希望着？？[泪]
2,那就好。这帮孩子，就盼着周五呢看熊妈的微博了吗？同学之间，利益太多，纯洁的友情少了，随着升学，越大越明显[晕]这种现象出现，在于社会，在于家长，在于学校。[黑线]所以说，这几个练剑的伙伴，应该是纯洁无私的一辈子的朋友
1,现在流行求上墙～
2,恳请温总理来看看。现在都什么社会了[怒][怒][怒]
0,又见王生的侄女！！！！！这MA1传说中不是王大仁做给他这个宝贝侄女的么？[偷笑]
0,越看越高兴！[哈哈][哈哈][哈哈]
2,我还认下奶奶了呢，好么。[泪]也就你能认下这个姑姑。。。孩子，手比姑姑巧啊~~
0,武汉我们来了！――摄影师嘻哈包袱铺苑欣[嘻嘻]
1,现在的点击率被五指山野菜比下去了
1,以前我也一直纳闷学习了:不同航空联盟飞机座位排序的规则不同。例如星空联盟按ABCDEF的顺序，而天合联盟以最大的飞机一排11个位子编号，ABCDEFGHJKL这样来排序。如果是单通道飞机，就去掉中间5个字母。关注，长知识！更多专业解答：
1,没心没肺。。。
2,第九条太搞了！郭美美才是最有才的淫
0,[给力][威武][鼓掌][good][耶]
0,有缘下次还会再见的[握手][鼓掌][鼓掌]
1,上午，不过如此，出门买了菜[ok]
2,十二罗汉?阿拉斯加生死漂流我们又找了片河滩靠岸，因为这里有涓涓溪水汇入，溪水清澈，我们要在这里补充淡水。但是溪水这里是三文鱼洄游的入口，这意味着这里是棕熊和黑熊出没的地方。两个倒霉蛋被推出来承担这任务，虽然带着枪，硬着头皮上，而且那里蚊子还特别多。[抓狂]
0,不折不扣的作秀！！还是我党真实！！帝国主义头子都是作秀![嘻嘻]
0,亲喜欢滴话，快试试[哈哈][哈哈]
2,银锭再也望不见那西山[泪]忽然想起小时候站在西长安街上一直望到西山的情景。。这也算是北京给与所有人的早安问候了空气真好还真是，西部雪山....
1,每周都有出行机会？额！大叔是不是故意的！
2,[哼]这下扯铃的真变扯蛋了[抓狂]
2,[泪]转发微博
0,哈哈所以要~谢谢[嘻嘻]还没到收费站，出了隧道第一个口右转，一路都有牌子指示。走一次就熟悉了。
1,今天，和平时一样，提交了报告[围观]
1,上午正常上班，还算正常，照常而已。
0,哈哈~不做植入广告哪家饭店？？？哈哈~在饭店门口接受河南电视台采访呢，大家抓紧时间过来都说一下，呵呵在路上，金水路堵车堵的严重也到了。我走过去，更环保[哈哈]
2,非常典型的中国式经济发展的缩影民营企业家哦利用特权和关系赚的第一桶金然后要整个国家私有化私有化没错先查查这些私营老板的起家史吧好干净啊[鄙视]转发微博
1,晚上正常上班，平平常常，照常而已。
2,新baby不断出生长大，我们却在不断衰老。。。[泪]
2,"那个葡萄牙人也说：我本来是想去中国的…[抓狂]我本来也想去云南的[泪]看这里…//…:巴基斯坦不是一向都炸弹吗。。哪里最近了。。已经计划好月底云南独行的,什么都准备好,现在很怕。"
1,今天提交了报告，和平时一样[思考]
1,百变自由星亲们，morning?终于到达迪拜?机场有网络但信号微差，排队过安检，特意摘了隐形眼镜因为知道迪拜安检会有虹膜检查，但却没检查我？[汗]迪拜的出租车一水儿的丰田，。关于保时捷法拉利这类的都是谣传。
0,最近买的石榴是一次比一次好啊，够大不，10块钱3个，长沙真好[爱你]
